Open,High,Low,Close,Adj Close
21.4,21.683332,21.036667,21.15,21.15
20.858,21.236668,20.378668,20.974667,20.974667
21.108,21.149332,20.799999,21.105333,21.105333
21.066668,22.468,21.033333,22.427334,22.427334
22.344,22.586666,21.826668,22.246,22.246
22.146667,22.466667,22.0,22.32,22.32
22.349333,22.987333,22.217333,22.530001,22.530001
22.575333,22.694,22.244667,22.414667,22.414667
22.502666,23.0,22.32,22.670668,22.670668
22.698,23.266666,22.65,23.143999,23.143999
23.044666,23.486668,22.916,22.971333,22.971333
23.0,23.372667,22.84,23.334667,23.334667
23.293333,23.855333,23.280001,23.437332,23.437332
24.0,24.033333,23.4,23.519333,23.519333
23.638666,23.65,22.901333,23.059334,23.059334
23.218,23.280001,22.426666,22.509333,22.509333
22.766666,22.933332,22.380667,22.856667,22.856667
22.656668,23.389999,22.552,23.302,23.302
23.009333,23.218,22.811333,23.054667,23.054667
23.167334,23.746,23.012667,23.620667,23.620667
23.4,23.977333,23.242001,23.283333,23.283333
23.229334,23.463333,22.700666,22.916668,22.916668
22.531334,22.964666,22.200001,22.208668,22.208668
21.680668,22.414667,21.566668,22.264668,22.264668
22.599333,23.066668,22.377333,23.0,23.0
22.887333,23.241333,20.973333,21.015333,21.015333
21.328667,21.398666,19.650667,20.694668,20.694668
21.075333,21.205334,20.416668,21.048668,21.048668
21.001333,21.612667,20.834,21.577333,21.577333
21.389334,21.744667,21.234667,21.487333,21.487333
21.633333,22.274668,21.493334,22.271334,22.271334
22.166668,22.874666,22.109333,22.365999,22.365999
22.298,22.722668,22.1,22.318001,22.318001
